Locations,Total_Transactions_Locationwise,Total_Amount,Quarter,Year,State
chittorgarh district,8396831,16148783710,2,2022,rajasthan
hanumangarh district,7429430,16401668345,2,2022,rajasthan
pratapgarh district,1885590,4033817039,2,2022,rajasthan
sawai madhopur district,7873045,12262315404,2,2022,rajasthan
jalore district,5321185,14025921250,2,2022,rajasthan
bikaner district,13694139,26087476960,2,2022,rajasthan
sikar district,19932783,40102076742,2,2022,rajasthan
dholpur district,3298278,6894675131,2,2022,rajasthan
sirohi district,4023871,7194139294,2,2022,rajasthan
rajsamand district,5301424,10184357987,2,2022,rajasthan
jaisalmer district,5269349,9862231669,2,2022,rajasthan
bundi district,4673601,8088389075,2,2022,rajasthan
jhalawar district,5465987,10395227508,2,2022,rajasthan
alwar district,31488094,50746151173,2,2022,rajasthan
kota district,22930803,36055197912,2,2022,rajasthan
jhunjhunu district,12270386,25741220480,2,2022,rajasthan
pali district,9383118,16882438860,3,2022,rajasthan
ganganagar district,12803386,22240341716,3,2022,rajasthan
churu district,8783655,17976361125,3,2022,rajasthan
jaipur district,377469909,5.64818E+11,3,2022,rajasthan
baran district,4125706,6742397008,3,2022,rajasthan
bhilwara district,22210445,37982785217,3,2022,rajasthan
banswara district,2551714,4868669664,3,2022,rajasthan
dungarpur district,1877661,3540885656,3,2022,rajasthan
tonk district,9710550,14504363315,3,2022,rajasthan
jodhpur district,44177624,78522559027,3,2022,rajasthan
karauli district,5485874,8907060018,3,2022,rajasthan
udaipur district,17437737,26920987877,3,2022,rajasthan
dausa district,12485930,17906746198,3,2022,rajasthan
nagaur district,17110682,34696357961,3,2022,rajasthan
bharatpur district,8864216,15557212791,3,2022,rajasthan
barmer district,13922134,27600044726,3,2022,rajasthan
ajmer district,28082495,49547976214,3,2022,rajasthan
chittorgarh district,8973197,15910570305,3,2022,rajasthan
hanumangarh district,8622983,16877518968,3,2022,rajasthan
pratapgarh district,2199404,3978539087,3,2022,rajasthan
sawai madhopur district,8296430,11364739097,3,2022,rajasthan
jalore district,5150635,12265545246,3,2022,rajasthan
bikaner district,15580963,27371553576,3,2022,rajasthan
sikar district,21334188,40269671901,3,2022,rajasthan
dholpur district,3455237,6522103060,3,2022,rajasthan
sirohi district,4160902,7173102737,3,2022,rajasthan
rajsamand district,5484975,10019131487,3,2022,rajasthan
jaisalmer district,5783678,9725918866,3,2022,rajasthan
bundi district,5110230,7814818176,3,2022,rajasthan
jhalawar district,5868488,9351119284,3,2022,rajasthan
alwar district,35823235,53614596972,3,2022,rajasthan
kota district,22439613,32238127933,3,2022,rajasthan
jhunjhunu district,12774366,24776793677,3,2022,rajasthan
pali district,10687142,19884419970,4,2022,rajasthan
ganganagar district,14030401,25826856913,4,2022,rajasthan
churu district,9452402,20708697990,4,2022,rajasthan
jaipur district,404922774,6.35459E+11,4,2022,rajasthan
baran district,5031278,8386783739,4,2022,rajasthan
bhilwara district,27720484,47886590519,4,2022,rajasthan
banswara district,3121397,5651556910,4,2022,rajasthan
dungarpur district,2237173,4156369821,4,2022,rajasthan
tonk district,10011229,15727892324,4,2022,rajasthan
jodhpur district,65465040,1.16215E+11,4,2022,rajasthan
karauli district,6393789,10633788953,4,2022,rajasthan
udaipur district,26954261,41938245497,4,2022,rajasthan
dausa district,14234349,21761198700,4,2022,rajasthan
nagaur district,20286836,43215070664,4,2022,rajasthan
bharatpur district,11015440,19248137811,4,2022,rajasthan
barmer district,15852440,31377555273,4,2022,rajasthan
ajmer district,27641155,51933913055,4,2022,rajasthan
chittorgarh district,9828534,18083165087,4,2022,rajasthan
hanumangarh district,9449022,19615022393,4,2022,rajasthan
pratapgarh district,2356939,4292007343,4,2022,rajasthan
sawai madhopur district,8855496,13187564165,4,2022,rajasthan
jalore district,6459635,15044710483,4,2022,rajasthan
bikaner district,16072144,30210151812,4,2022,rajasthan
sikar district,23710055,48095846112,4,2022,rajasthan
dholpur district,4127164,7920407019,4,2022,rajasthan
sirohi district,4625219,8190561974,4,2022,rajasthan
rajsamand district,6151542,11284318473,4,2022,rajasthan
jaisalmer district,6820292,12276117814,4,2022,rajasthan
bundi district,5866314,9265489223,4,2022,rajasthan
jhalawar district,6716599,11281766015,4,2022,rajasthan
alwar district,38922404,61077684974,4,2022,rajasthan
kota district,26571402,37841298987,4,2022,rajasthan
jhunjhunu district,13984497,29279732154,4,2022,rajasthan
south district,11355,16098282.75,1,2018,sikkim
west district,4845,7468491.334,1,2018,sikkim
east district,24432,35907388.05,1,2018,sikkim
north district,3446,5176776.803,1,2018,sikkim
south district,16740,27651617.53,2,2018,sikkim
west district,10671,19368446.48,2,2018,sikkim
east district,40432,83823658.19,2,2018,sikkim
north district,6735,12849363.32,2,2018,sikkim
south district,24662,40036375.96,3,2018,sikkim
west district,14121,33797876.57,3,2018,sikkim
east district,59571,133322127,3,2018,sikkim
north district,10146,27923847.4,3,2018,sikkim
south district,34495,60113689.05,4,2018,sikkim
west district,19567,51859359.65,4,2018,sikkim
east district,84485,216960325.4,4,2018,sikkim
north district,15986,54207984.03,4,2018,sikkim
south district,47506,76869333.72,1,2019,sikkim
west district,21489,46329216.02,1,2019,sikkim
east district,155482,291845618,1,2019,sikkim
north district,15810,42949466.66,1,2019,sikkim
south district,45712,82937894.82,2,2019,sikkim
west district,26024,63325567.84,2,2019,sikkim
east district,297652,538259507.8,2,2019,sikkim
north district,18856,54371272.97,2,2019,sikkim
south district,61142,106415589.3,3,2019,sikkim
west district,33550,66514136.58,3,2019,sikkim
east district,429201,643298304.7,3,2019,sikkim
north district,28543,68488417.92,3,2019,sikkim
south district,73099,121803196.1,4,2019,sikkim
west district,43955,92445262.77,4,2019,sikkim
east district,616761,877636921.2,4,2019,sikkim
north district,33255,84624221.59,4,2019,sikkim
south district,82456,138401236.4,1,2020,sikkim
west district,49913,100981561.5,1,2020,sikkim
east district,360279,729478141.6,1,2020,sikkim
north district,35470,84615332.46,1,2020,sikkim
south district,95669,152837659.2,2,2020,sikkim
west district,69860,121265798.7,2,2020,sikkim
east district,304581,653853477.5,2,2020,sikkim
north district,47621,126661852.9,2,2020,sikkim
south district,104888,202497013.7,3,2020,sikkim
west district,79994,165556236.4,3,2020,sikkim
east district,353881,869648385.4,3,2020,sikkim
north district,57672,163225093.1,3,2020,sikkim
south district,130339,292804584.2,4,2020,sikkim
west district,95163,245657098.1,4,2020,sikkim
east district,428732,1129627876,4,2020,sikkim
north district,80801,251186246.6,4,2020,sikkim
south district,127233,310128541.2,1,2021,sikkim
west district,88532,254432217.5,1,2021,sikkim
east district,516158,1432658383,1,2021,sikkim
north district,68266,220448585,1,2021,sikkim
south district,157530,344012187.2,2,2021,sikkim
west district,102322,248942844.2,2,2021,sikkim
east district,635504,1575867391,2,2021,sikkim
north district,81358,256077157.4,2,2021,sikkim
south district,188063,416609481.7,3,2021,sikkim
west district,116665,312940476.2,3,2021,sikkim
east district,757493,1937906269,3,2021,sikkim
north district,98373,321880637,3,2021,sikkim
south district,238464,546711693.5,4,2021,sikkim
west district,146397,436365769.1,4,2021,sikkim
east district,1071092,2791933180,4,2021,sikkim
north district,128392,421772618.6,4,2021,sikkim
south district,281076,619438912.4,1,2022,sikkim
west district,165446,468296204.3,1,2022,sikkim
east district,1173942,2887894589,1,2022,sikkim
north district,123838,391801570.5,1,2022,sikkim
south district,391808,756330708.2,2,2022,sikkim
west district,215921,578171483.9,2,2022,sikkim
east district,1540255,3736097006,2,2022,sikkim
north district,174097,540506472.7,2,2022,sikkim
south district,406488,760409362.3,3,2022,sikkim
west district,204845,503543689.9,3,2022,sikkim
east district,1604446,3375012613,3,2022,sikkim
north district,180979,523914878.6,3,2022,sikkim
south district,410951,731151545.3,4,2022,sikkim
west district,222875,569473212.2,4,2022,sikkim
east district,2227237,4615052808,4,2022,sikkim
north district,197276,542707823.8,4,2022,sikkim
tiruchirappalli district,149186,262528157.2,1,2018,tamil-nadu
ramanathapuram district,24581,45696810.24,1,2018,tamil-nadu
krishnagiri district,153618,253907426.2,1,2018,tamil-nadu
cuddalore district,89956,139521484.6,1,2018,tamil-nadu
kancheepuram district,308279,538409899,1,2018,tamil-nadu
tiruppur district,239740,423271979.7,1,2018,tamil-nadu
dharmapuri district,63975,104176495.5,1,2018,tamil-nadu
thoothukkudi district,37172,55782894.98,1,2018,tamil-nadu
thanjavur district,88574,145796314.2,1,2018,tamil-nadu
madurai district,129858,232151304.3,1,2018,tamil-nadu
tiruvannamalai district,72372,91216191.6,1,2018,tamil-nadu
salem district,219916,375963971.7,1,2018,tamil-nadu
nagapattinam district,25394,46160213.43,1,2018,tamil-nadu
tirupathur district,38799,56805034.73,1,2018,tamil-nadu
ariyalur district,16068,28339477.99,1,2018,tamil-nadu
chennai district,2656230,4281137763,1,2018,tamil-nadu
the nilgiris district,29334,55552425.9,1,2018,tamil-nadu
erode district,114560,198072372.8,1,2018,tamil-nadu
karur district,42198,76141519.73,1,2018,tamil-nadu
kallakkurichi district,32666,53643331.73,1,2018,tamil-nadu
viluppuram district,59239,96341148.2,1,2018,tamil-nadu
pudukkottai district,35973,65083487.93,1,2018,tamil-nadu
perambalur district,13293,19364164.45,1,2018,tamil-nadu
coimbatore district,533919,913824434.6,1,2018,tamil-nadu
virudhunagar district,40154,64399880.89,1,2018,tamil-nadu
dindigul district,65863,118771377.4,1,2018,tamil-nadu
sivaganga district,34130,63944318.44,1,2018,tamil-nadu
tenkasi district,24822,39439630.86,1,2018,tamil-nadu
chengalpattu district,569483,1030187165,1,2018,tamil-nadu
kanniyakumari district,44474,72304912.26,1,2018,tamil-nadu
tirunelveli district,50976,96759984.02,1,2018,tamil-nadu
thiruvallur district,413340,730210413.7,1,2018,tamil-nadu
theni district,33275,54074355.48,1,2018,tamil-nadu
ranipet district,50346,68782429.03,1,2018,tamil-nadu
namakkal district,99497,178022610.2,1,2018,tamil-nadu
vellore district,104902,153394007.9,1,2018,tamil-nadu
thiruvarur district,20460,32378308.92,1,2018,tamil-nadu
tiruchirappalli district,245903,507249777.4,2,2018,tamil-nadu
ramanathapuram district,41164,95315460.37,2,2018,tamil-nadu
krishnagiri district,240421,518922355.2,2,2018,tamil-nadu
cuddalore district,135570,254106751.9,2,2018,tamil-nadu
kancheepuram district,460276,926687779.5,2,2018,tamil-nadu
tiruppur district,391330,829169121.1,2,2018,tamil-nadu
dharmapuri district,98177,198033255.2,2,2018,tamil-nadu
thoothukkudi district,59562,110287285,2,2018,tamil-nadu
thanjavur district,124870,260046384.1,2,2018,tamil-nadu
madurai district,213788,460415565.2,2,2018,tamil-nadu
tiruvannamalai district,103318,171723407.4,2,2018,tamil-nadu
salem district,333175,709542959.2,2,2018,tamil-nadu
nagapattinam district,41103,86466039.59,2,2018,tamil-nadu
tirupathur district,58068,115249602.3,2,2018,tamil-nadu
ariyalur district,26224,55081294.95,2,2018,tamil-nadu
chennai district,3719593,7305357441,2,2018,tamil-nadu
the nilgiris district,55793,110994324.6,2,2018,tamil-nadu
erode district,175257,367928461.7,2,2018,tamil-nadu
karur district,66337,137504455.9,2,2018,tamil-nadu
kallakkurichi district,52388,103911012.3,2,2018,tamil-nadu
viluppuram district,90084,170473508.7,2,2018,tamil-nadu
pudukkottai district,58403,120759489.8,2,2018,tamil-nadu
perambalur district,20977,37294395.57,2,2018,tamil-nadu
coimbatore district,871802,1722112067,2,2018,tamil-nadu
virudhunagar district,65145,129048297.7,2,2018,tamil-nadu
dindigul district,115319,243396384,2,2018,tamil-nadu
sivaganga district,55874,121656962.2,2,2018,tamil-nadu
tenkasi district,44391,87372014.16,2,2018,tamil-nadu
chengalpattu district,829689,1681243537,2,2018,tamil-nadu
kanniyakumari district,72489,140282942.1,2,2018,tamil-nadu
tirunelveli district,78667,174732671.1,2,2018,tamil-nadu
thiruvallur district,615860,1281039199,2,2018,tamil-nadu
theni district,51064,112377995.9,2,2018,tamil-nadu
ranipet district,71093,136204501.1,2,2018,tamil-nadu
namakkal district,145248,321879410,2,2018,tamil-nadu
vellore district,130871,264336044.7,2,2018,tamil-nadu
thiruvarur district,32835,57642123.09,2,2018,tamil-nadu
tiruchirappalli district,342744,723073924.7,3,2018,tamil-nadu
ramanathapuram district,60779,131442381.6,3,2018,tamil-nadu
krishnagiri district,421247,853575950.9,3,2018,tamil-nadu
cuddalore district,187987,378478273.9,3,2018,tamil-nadu
kancheepuram district,766192,1416878619,3,2018,tamil-nadu
tiruppur district,583538,1259741718,3,2018,tamil-nadu
dharmapuri district,147916,329348880.6,3,2018,tamil-nadu
thoothukkudi district,89821,169828310.3,3,2018,tamil-nadu
thanjavur district,278585,420498499.7,3,2018,tamil-nadu
madurai district,322515,702347696.9,3,2018,tamil-nadu
tiruvannamalai district,147281,281481591.6,3,2018,tamil-nadu
salem district,484460,980781000.4,3,2018,tamil-nadu
nagapattinam district,62869,130013330.1,3,2018,tamil-nadu
tirupathur district,81720,169304781.6,3,2018,tamil-nadu
ariyalur district,38743,96680828.68,3,2018,tamil-nadu
chennai district,5887343,10122319547,3,2018,tamil-nadu
the nilgiris district,103580,182889097.7,3,2018,tamil-nadu
erode district,266272,545919227.8,3,2018,tamil-nadu
karur district,96467,215593652.7,3,2018,tamil-nadu
kallakkurichi district,74082,159528291.1,3,2018,tamil-nadu
viluppuram district,131381,258888256.9,3,2018,tamil-nadu
pudukkottai district,88258,194004461.9,3,2018,tamil-nadu
perambalur district,30141,63352508.74,3,2018,tamil-nadu
coimbatore district,1469560,2559173878,3,2018,tamil-nadu
virudhunagar district,93460,204113703.5,3,2018,tamil-nadu
dindigul district,169183,369315588,3,2018,tamil-nadu
sivaganga district,83843,201469521.9,3,2018,tamil-nadu
tenkasi district,79752,137939888.6,3,2018,tamil-nadu
chengalpattu district,1337462,2362109206,3,2018,tamil-nadu
kanniyakumari district,98676,207727735,3,2018,tamil-nadu
tirunelveli district,129280,265496869.8,3,2018,tamil-nadu
thiruvallur district,957503,1926378415,3,2018,tamil-nadu
theni district,74842,164986425,3,2018,tamil-nadu
ranipet district,104100,201826720.7,3,2018,tamil-nadu
namakkal district,226575,464581650.1,3,2018,tamil-nadu
vellore district,209932,386936905.9,3,2018,tamil-nadu
thiruvarur district,45989,92064901.76,3,2018,tamil-nadu
tiruchirappalli district,521026,1117403133,4,2018,tamil-nadu
ramanathapuram district,90608,207229163.6,4,2018,tamil-nadu
krishnagiri district,593519,1260396240,4,2018,tamil-nadu
cuddalore district,294247,572315407.4,4,2018,tamil-nadu
kancheepuram district,1161731,2100098548,4,2018,tamil-nadu
tiruppur district,811860,1780229998,4,2018,tamil-nadu
dharmapuri district,247249,536806090.4,4,2018,tamil-nadu
thoothukkudi district,141155,272818735,4,2018,tamil-nadu
thanjavur district,278646,542255739.7,4,2018,tamil-nadu
madurai district,474612,1067216903,4,2018,tamil-nadu
tiruvannamalai district,242571,468651175.4,4,2018,tamil-nadu
salem district,696312,1471377592,4,2018,tamil-nadu
nagapattinam district,96224,186021593,4,2018,tamil-nadu
tirupathur district,143871,291583053.7,4,2018,tamil-nadu
ariyalur district,62904,129214698.2,4,2018,tamil-nadu
chennai district,8007699,14632395111,4,2018,tamil-nadu
the nilgiris district,134481,283004973.1,4,2018,tamil-nadu
erode district,386966,835595470.3,4,2018,tamil-nadu
karur district,146709,306020888.9,4,2018,tamil-nadu
kallakkurichi district,126126,268522823.9,4,2018,tamil-nadu
viluppuram district,214391,408880677.5,4,2018,tamil-nadu
